Body Type,Sex,Diet,How Often Shower,Heating Energy Source,Transport,Vehicle Type,Social Activity,Monthly Grocery Bill,Frequency of Traveling by Air,Vehicle Monthly Distance Km,Waste Bag Size,Waste Bag Weekly Count,How Long TV PC Daily Hour,How Many New Clothes Monthly,How Long Internet Daily Hour,Energy efficiency,Recycling,Cooking_With,CarbonEmission
underweight,male,vegan,daily,wood,walk/bicycle,,never,281,rarely,25,extra large,1,17,43,20,No,"['Plastic', 'Glass', 'Metal']","['Microwave', 'Grill', 'Airfryer']",146.7
overweight,female,vegetarian,twice a day,wood,public,,sometimes,108,rarely,575,large,6,15,45,20,Sometimes,['Paper'],['Stove'],187.3
normal,female,vegan,less frequently,natural gas,public,,never,268,very frequently,23,large,7,21,3,20,No,"['Paper', 'Metal']","['Stove', 'Microwave', 'Grill', 'Airfryer']",221.2
underweight,male,pescatarian,daily,coal,public,,sometimes,100,very frequently,1401,medium,7,4,26,12,Sometimes,['Paper'],"['Stove', 'Oven']",304.4
normal,male,omnivore,less frequently,wood,public,,never,112,never,197,large,5,0,33,23,Sometimes,[],[],179.5
obese,male,pescatarian,daily,coal,public,,often,107,rarely,780,medium,7,6,27,0,Yes,"['Paper', 'Plastic', 'Glass', 'Metal']","['Stove', 'Oven']",205.9
normal,female,vegan,less frequently,wood,walk/bicycle,,sometimes,226,frequently,22,extra large,4,5,4,13,Sometimes,"['Paper', 'Plastic']","['Stove', 'Oven', 'Microwave', 'Grill', 'Airfryer']",168.1
underweight,female,vegan,less frequently,natural gas,walk/bicycle,,often,124,never,56,large,7,12,42,14,Yes,"['Plastic', 'Glass']","['Microwave', 'Grill', 'Airfryer']",162.4
overweight,female,vegan,twice a day,electricity,public,,often,159,very frequently,57,medium,6,13,29,19,Sometimes,"['Paper', 'Glass', 'Metal']","['Oven', 'Microwave']",233.3
overweight,female,pescatarian,more frequently,wood,private,hybrid,never,233,very frequently,3805,large,2,14,15,20,Yes,['Paper'],"['Stove', 'Oven', 'Microwave', 'Grill', 'Airfryer']",317.1
normal,female,vegetarian,more frequently,coal,private,lpg,never,144,never,7958,large,6,13,46,24,Sometimes,"['Plastic', 'Glass']",[],349.2
underweight,female,pescatarian,less frequently,coal,public,,often,209,never,137,small,4,10,45,23,Yes,"['Plastic', 'Metal']","['Stove', 'Oven']",152.6
overweight,female,omnivore,less frequently,electricity,walk/bicycle,,sometimes,118,rarely,82,extra large,3,5,30,16,Yes,"['Glass', 'Metal']","['Microwave', 'Grill', 'Airfryer']",131.1
obese,female,pescatarian,less frequently,natural gas,walk/bicycle,,never,290,frequently,8,medium,7,20,40,15,Sometimes,['Metal'],['Stove'],257
obese,male,pescatarian,daily,natural gas,public,,never,299,frequently,298,extra large,2,21,48,1,Yes,"['Paper', 'Plastic', 'Glass', 'Metal']","['Stove', 'Microwave']",247.4
underweight,male,omnivore,twice a day,natural gas,public,,often,99,never,308,medium,4,13,37,14,Sometimes,"['Plastic', 'Glass', 'Metal']",[],140.4
obese,male,vegetarian,twice a day,coal,private,lpg,sometimes,183,rarely,8198,extra large,2,5,21,16,No,['Metal'],['Stove'],461.2
normal,male,vegetarian,less frequently,wood,public,,never,161,very frequently,1092,large,2,8,50,10,Yes,[],[],291.1
overweight,male,omnivore,twice a day,electricity,walk/bicycle,,sometimes,54,very frequently,20,medium,4,5,39,14,Yes,"['Paper', 'Metal']","['Stove', 'Oven', 'Microwave']",263.5
obese,female,vegetarian,more frequently,electricity,walk/bicycle,,often,52,rarely,42,small,6,19,42,21,No,['Glass'],"['Stove', 'Microwave']",173.5
obese,female,omnivore,daily,wood,public,,often,118,very frequently,854,large,5,10,32,7,Yes,"['Paper', 'Plastic', 'Metal']","['Stove', 'Oven', 'Microwave', 'Grill', 'Airfryer']",311.9
underweight,female,omnivore,less frequently,electricity,private,electric,never,120,rarely,1401,extra large,2,16,33,1,Yes,"['Paper', 'Plastic', 'Glass', 'Metal']",['Stove'],76.6
obese,male,vegan,less frequently,electricity,private,lpg,never,266,never,4293,medium,6,19,8,5,No,"['Paper', 'Glass', 'Metal']",['Oven'],229.7
underweight,male,omnivore,less frequently,wood,private,diesel,never,229,very frequently,5235,small,2,15,37,13,No,"['Paper', 'Glass', 'Metal']","['Oven', 'Microwave']",367
overweight,female,vegetarian,more frequently,wood,walk/bicycle,,often,122,very frequently,42,medium,6,14,49,17,Yes,"['Paper', 'Plastic', 'Glass', 'Metal']",['Stove'],282.2
underweight,female,omnivore,daily,wood,public,,often,290,very frequently,317,medium,5,2,15,20,Sometimes,"['Paper', 'Plastic']",['Stove'],248.6
normal,female,vegetarian,more frequently,natural gas,public,,sometimes,244,frequently,762,large,6,6,2,18,Sometimes,"['Paper', 'Plastic', 'Glass', 'Metal']","['Stove', 'Oven', 'Grill', 'Airfryer']",165
overweight,male,pescatarian,twice a day,natural gas,walk/bicycle,,sometimes,274,very frequently,26,medium,7,21,22,12,Yes,"['Paper', 'Plastic']","['Stove', 'Oven']",320.2
normal,male,pescatarian,daily,natural gas,walk/bicycle,,sometimes,211,rarely,99,small,3,19,21,1,No,"['Paper', 'Plastic', 'Metal']","['Stove', 'Oven', 'Microwave']",113.3
overweight,male,vegetarian,more frequently,natural gas,walk/bicycle,,sometimes,116,very frequently,0,large,4,13,38,15,No,['Paper'],"['Stove', 'Microwave']",328.9
obese,female,vegetarian,more frequently,electricity,walk/bicycle,,never,282,very frequently,70,medium,5,10,18,15,Yes,['Paper'],"['Stove', 'Grill', 'Airfryer']",242.6
obese,female,vegetarian,daily,coal,walk/bicycle,,often,53,rarely,70,large,7,2,45,24,Yes,['Plastic'],"['Oven', 'Microwave']",279.5
normal,male,pescatarian,daily,wood,private,lpg,never,222,never,1771,extra large,3,5,8,12,Yes,['Glass'],['Oven'],160.8
normal,female,pescatarian,daily,wood,public,,sometimes,153,very frequently,1692,medium,6,2,31,21,Sometimes,"['Paper', 'Plastic', 'Metal']","['Stove', 'Oven', 'Microwave']",243.8
normal,female,pescatarian,more frequently,electricity,public,,never,286,never,909,large,6,4,42,22,Sometimes,"['Paper', 'Plastic', 'Glass']","['Oven', 'Microwave', 'Grill', 'Airfryer']",152.8
obese,female,omnivore,more frequently,natural gas,walk/bicycle,,never,76,very frequently,81,extra large,6,19,39,1,Yes,"['Paper', 'Plastic']","['Oven', 'Microwave']",321.1
normal,female,vegetarian,less frequently,wood,private,lpg,often,191,frequently,8358,extra large,5,16,20,10,Sometimes,['Paper'],[],394.1
normal,female,vegan,more frequently,wood,walk/bicycle,,often,254,very frequently,67,extra large,4,14,35,0,Sometimes,"['Paper', 'Plastic', 'Glass']","['Stove', 'Microwave']",245.4
underweight,male,vegan,twice a day,wood,public,,often,226,frequently,1862,large,5,24,14,23,No,"['Plastic', 'Metal']","['Stove', 'Grill', 'Airfryer']",219.8
underweight,female,omnivore,twice a day,coal,private,lpg,never,266,rarely,3800,small,7,23,8,5,Sometimes,"['Paper', 'Metal']","['Stove', 'Microwave', 'Grill', 'Airfryer']",212.6
normal,female,vegetarian,daily,wood,public,,sometimes,207,rarely,1287,extra large,5,9,36,5,Sometimes,"['Paper', 'Plastic', 'Metal']","['Stove', 'Microwave']",158.1
obese,male,vegetarian,more frequently,coal,public,,never,137,frequently,1320,extra large,1,13,18,2,Yes,"['Paper', 'Glass']","['Stove', 'Oven', 'Microwave', 'Grill', 'Airfryer']",215.3
underweight,male,omnivore,twice a day,coal,private,lpg,often,95,rarely,7468,extra large,7,5,47,22,No,"['Paper', 'Glass', 'Metal']","['Grill', 'Airfryer']",442.2
overweight,female,pescatarian,less frequently,coal,public,,often,125,never,480,large,2,10,50,8,No,"['Paper', 'Plastic', 'Glass']","['Oven', 'Microwave']",166.7
underweight,male,omnivore,daily,wood,public,,often,279,very frequently,1301,large,4,9,4,15,No,"['Glass', 'Metal']","['Stove', 'Microwave']",276.8
underweight,female,omnivore,daily,electricity,walk/bicycle,,sometimes,64,frequently,50,small,5,13,44,24,Yes,"['Plastic', 'Glass', 'Metal']",['Oven'],149.3
normal,female,omnivore,more frequently,electricity,public,,often,183,frequently,1598,large,2,11,35,20,Yes,['Glass'],"['Oven', 'Grill', 'Airfryer']",197.4
normal,female,vegetarian,twice a day,electricity,public,,sometimes,271,frequently,963,small,6,1,47,1,Sometimes,['Paper'],"['Oven', 'Microwave']",178.3
underweight,male,vegan,less frequently,natural gas,walk/bicycle,,often,139,very frequently,3,small,3,21,27,21,Sometimes,"['Paper', 'Plastic', 'Glass']","['Oven', 'Microwave']",238
normal,male,vegan,twice a day,wood,walk/bicycle,,often,244,frequently,42,small,5,21,30,10,Sometimes,[],"['Stove', 'Oven', 'Microwave', 'Grill', 'Airfryer']",232.4
normal,male,pescatarian,more frequently,wood,private,lpg,often,159,rarely,732,small,7,10,46,24,No,"['Paper', 'Glass']","['Stove', 'Oven', 'Microwave']",226.2
overweight,male,vegan,twice a day,wood,walk/bicycle,,often,189,frequently,25,small,4,9,35,0,No,"['Paper', 'Plastic']","['Grill', 'Airfryer']",217.3
overweight,female,omnivore,less frequently,natural gas,private,lpg,often,187,never,196,extra large,4,16,8,10,No,"['Plastic', 'Glass']","['Stove', 'Oven', 'Microwave']",166.2
overweight,female,pescatarian,daily,wood,public,,often,227,rarely,638,large,4,20,19,17,Sometimes,"['Plastic', 'Metal']","['Stove', 'Grill', 'Airfryer']",178.1
overweight,male,vegan,daily,electricity,walk/bicycle,,sometimes,144,frequently,50,large,2,20,47,5,Yes,['Glass'],"['Stove', 'Oven']",217.6
normal,male,vegan,more frequently,coal,walk/bicycle,,sometimes,196,never,16,large,5,2,31,11,Sometimes,"['Paper', 'Glass']","['Grill', 'Airfryer']",173.1
underweight,male,pescatarian,more frequently,coal,private,hybrid,often,169,rarely,5393,large,3,13,2,5,Yes,"['Glass', 'Metal']","['Oven', 'Microwave', 'Grill', 'Airfryer']",230.3
overweight,male,vegan,daily,wood,walk/bicycle,,never,123,never,83,extra large,5,18,46,23,Sometimes,"['Plastic', 'Glass']","['Grill', 'Airfryer']",216.2
overweight,male,vegan,less frequently,coal,private,petrol,sometimes,247,very frequently,7749,medium,5,5,20,8,Sometimes,"['Paper', 'Glass', 'Metal']","['Microwave', 'Grill', 'Airfryer']",606.9
underweight,male,omnivore,more frequently,coal,public,,sometimes,289,very frequently,860,extra large,4,18,46,16,Yes,[],['Oven'],381.1
overweight,male,omnivore,daily,electricity,walk/bicycle,,never,207,never,65,large,2,12,20,8,Sometimes,['Paper'],"['Microwave', 'Grill', 'Airfryer']",109.7
normal,female,pescatarian,twice a day,electricity,private,hybrid,never,295,very frequently,2761,extra large,3,2,1,8,Yes,"['Paper', 'Plastic']","['Oven', 'Microwave']",218.8
obese,male,vegan,twice a day,coal,private,electric,sometimes,299,very frequently,9445,extra large,5,12,20,15,No,"['Paper', 'Plastic', 'Glass']","['Stove', 'Oven']",377.9
obese,male,vegetarian,more frequently,coal,public,,sometimes,57,never,64,extra large,2,9,6,21,Yes,"['Paper', 'Plastic', 'Metal']","['Oven', 'Grill', 'Airfryer']",117.9
underweight,female,vegan,daily,natural gas,private,electric,often,240,never,6726,small,7,15,6,16,Yes,"['Paper', 'Glass']","['Oven', 'Microwave']",84.8
overweight,male,pescatarian,daily,coal,walk/bicycle,,never,240,frequently,81,medium,2,22,30,6,Yes,"['Paper', 'Metal']","['Stove', 'Oven', 'Microwave', 'Grill', 'Airfryer']",223.9
normal,female,vegetarian,more frequently,electricity,walk/bicycle,,often,82,rarely,54,large,4,3,47,18,Sometimes,"['Plastic', 'Metal']","['Stove', 'Microwave']",150.9
obese,female,omnivore,daily,natural gas,walk/bicycle,,never,214,very frequently,37,large,6,3,8,8,Sometimes,"['Paper', 'Plastic']","['Stove', 'Oven', 'Grill', 'Airfryer']",305.8
underweight,male,vegan,less frequently,electricity,walk/bicycle,,never,275,very frequently,18,medium,3,18,10,0,No,"['Paper', 'Glass']","['Stove', 'Microwave', 'Grill', 'Airfryer']",182.5
obese,male,vegan,daily,coal,walk/bicycle,,never,131,never,70,medium,7,10,37,7,Sometimes,['Glass'],"['Stove', 'Oven', 'Microwave']",203.4
underweight,female,pescatarian,more frequently,wood,public,,sometimes,123,very frequently,203,small,7,1,24,2,Yes,"['Glass', 'Metal']","['Stove', 'Grill', 'Airfryer']",199.7
normal,male,pescatarian,daily,wood,private,diesel,sometimes,190,rarely,5287,large,4,12,15,10,Yes,"['Plastic', 'Glass']","['Stove', 'Microwave', 'Grill', 'Airfryer']",280.1
overweight,female,omnivore,twice a day,coal,walk/bicycle,,often,64,very frequently,52,large,6,9,15,16,No,"['Paper', 'Plastic', 'Glass', 'Metal']","['Stove', 'Oven', 'Microwave', 'Grill', 'Airfryer']",275.3
overweight,female,pescatarian,more frequently,electricity,public,,often,276,very frequently,1934,medium,5,12,39,20,Yes,"['Glass', 'Metal']","['Stove', 'Oven', 'Grill', 'Airfryer']",291.2
overweight,male,omnivore,daily,wood,walk/bicycle,,sometimes,243,never,69,large,2,21,40,7,No,"['Paper', 'Plastic', 'Glass']","['Oven', 'Grill', 'Airfryer']",164.2
normal,male,pescatarian,daily,electricity,private,diesel,never,136,never,4306,extra large,5,5,3,13,No,['Paper'],"['Stove', 'Microwave', 'Grill', 'Airfryer']",220.7
obese,female,vegetarian,daily,electricity,public,,sometimes,163,rarely,840,extra large,1,1,26,23,Sometimes,['Glass'],"['Grill', 'Airfryer']",128.3
underweight,female,vegetarian,more frequently,natural gas,walk/bicycle,,never,263,never,53,medium,5,1,19,13,Sometimes,['Plastic'],[],116.1
underweight,male,vegetarian,twice a day,natural gas,public,,sometimes,194,very frequently,1935,small,3,2,5,6,No,"['Plastic', 'Glass', 'Metal']","['Grill', 'Airfryer']",215.6
overweight,male,vegetarian,less frequently,electricity,walk/bicycle,,often,108,frequently,32,small,3,18,27,10,No,"['Paper', 'Glass', 'Metal']",['Oven'],163.9
normal,female,pescatarian,daily,wood,private,diesel,never,271,very frequently,555,small,7,18,0,1,Yes,[],"['Stove', 'Oven', 'Grill', 'Airfryer']",227.8
normal,female,pescatarian,twice a day,electricity,private,hybrid,often,91,very frequently,6898,extra large,2,10,1,23,Sometimes,[],['Stove'],296.4
obese,male,vegetarian,less frequently,natural gas,public,,sometimes,243,never,1643,small,1,1,20,9,Sometimes,"['Plastic', 'Glass', 'Metal']","['Oven', 'Microwave']",118.3
underweight,female,vegan,less frequently,natural gas,walk/bicycle,,sometimes,93,very frequently,57,medium,7,17,20,15,Sometimes,['Metal'],"['Microwave', 'Grill', 'Airfryer']",227.4
obese,male,vegan,less frequently,coal,public,,often,168,rarely,1850,extra large,2,3,10,8,Yes,"['Paper', 'Plastic', 'Glass', 'Metal']","['Oven', 'Microwave', 'Grill', 'Airfryer']",154.4
normal,female,vegan,less frequently,electricity,public,,sometimes,179,very frequently,1996,small,5,11,40,17,No,['Glass'],"['Stove', 'Grill', 'Airfryer']",240.4
normal,female,vegan,twice a day,electricity,private,diesel,sometimes,246,rarely,5413,large,2,16,38,0,Yes,"['Paper', 'Plastic', 'Glass', 'Metal']","['Stove', 'Oven', 'Grill', 'Airfryer']",210.8
overweight,female,vegan,twice a day,natural gas,walk/bicycle,,never,231,very frequently,6,small,1,16,31,6,Sometimes,"['Paper', 'Glass']","['Oven', 'Microwave']",209.4
overweight,male,vegan,daily,natural gas,public,,never,198,never,1727,extra large,7,11,12,5,Yes,['Glass'],"['Stove', 'Microwave', 'Grill', 'Airfryer']",196.7
normal,female,omnivore,daily,natural gas,walk/bicycle,,often,267,frequently,75,medium,7,18,9,15,Yes,"['Paper', 'Plastic', 'Metal']",['Stove'],175
normal,male,vegetarian,twice a day,coal,private,petrol,often,81,rarely,5499,small,4,21,27,2,Sometimes,['Glass'],"['Stove', 'Oven']",380
normal,female,omnivore,daily,natural gas,private,lpg,never,193,never,8786,medium,2,7,40,7,No,"['Plastic', 'Glass', 'Metal']","['Microwave', 'Grill', 'Airfryer']",326.6
underweight,male,pescatarian,daily,coal,public,,sometimes,183,never,1531,medium,5,12,23,19,No,"['Plastic', 'Metal']","['Oven', 'Microwave', 'Grill', 'Airfryer']",170.4
obese,female,omnivore,daily,coal,walk/bicycle,,sometimes,94,never,50,extra large,7,15,0,12,No,['Metal'],"['Stove', 'Grill', 'Airfryer']",197.4
normal,female,pescatarian,more frequently,wood,private,hybrid,never,296,rarely,5310,small,1,14,42,17,Yes,['Plastic'],"['Stove', 'Oven']",228.8
underweight,male,omnivore,daily,wood,walk/bicycle,,sometimes,239,never,79,small,4,10,33,10,Sometimes,['Paper'],['Microwave'],139.7
normal,female,vegetarian,daily,natural gas,public,,never,87,very frequently,1215,medium,5,6,39,18,Yes,"['Plastic', 'Metal']",['Stove'],233.6
underweight,male,omnivore,less frequently,coal,private,hybrid,never,286,frequently,8809,medium,5,18,37,15,Yes,['Metal'],"['Stove', 'Oven', 'Microwave']",379.9
underweight,male,vegan,daily,electricity,walk/bicycle,,often,117,very frequently,46,medium,6,6,22,14,No,"['Paper', 'Plastic', 'Glass', 'Metal']","['Stove', 'Microwave', 'Grill', 'Airfryer']",231.3
obese,female,vegan,daily,electricity,private,electric,sometimes,296,never,9285,large,6,3,45,1,No,"['Paper', 'Plastic']","['Microwave', 'Grill', 'Airfryer']",161.6
normal,female,vegetarian,daily,wood,walk/bicycle,,often,241,frequently,2,large,2,17,3,9,Sometimes,"['Paper', 'Metal']",['Stove'],135.3
overweight,female,omnivore,less frequently,coal,private,hybrid,sometimes,127,very frequently,9352,extra large,6,21,28,16,Sometimes,['Glass'],['Oven'],501.5
normal,male,pescatarian,less frequently,coal,private,electric,sometimes,203,frequently,8920,large,2,23,32,6,Yes,"['Plastic', 'Glass']",['Stove'],217.9
underweight,female,omnivore,less frequently,electricity,walk/bicycle,,sometimes,58,frequently,25,medium,7,12,16,10,Sometimes,"['Plastic', 'Metal']",['Microwave'],137.6
underweight,male,vegan,twice a day,electricity,walk/bicycle,,never,261,very frequently,14,medium,3,14,16,5,Yes,"['Paper', 'Glass', 'Metal']",['Stove'],175.2
underweight,male,pescatarian,twice a day,wood,private,petrol,sometimes,218,never,5278,extra large,3,8,15,11,Sometimes,[],"['Stove', 'Oven']",331.2
normal,female,omnivore,daily,natural gas,walk/bicycle,,often,192,frequently,75,large,3,9,39,23,Sometimes,"['Plastic', 'Glass', 'Metal']","['Stove', 'Oven', 'Microwave']",202.5
normal,female,pescatarian,less frequently,coal,private,lpg,never,194,frequently,7148,small,7,10,43,17,Yes,['Metal'],['Oven'],363.3
obese,male,omnivore,daily,natural gas,walk/bicycle,,often,92,rarely,31,medium,5,21,35,9,No,[],"['Stove', 'Oven', 'Microwave']",244.5
obese,female,omnivore,less frequently,electricity,public,,never,147,frequently,2,large,2,7,1,9,Sometimes,"['Paper', 'Metal']",['Microwave'],115.1
obese,female,omnivore,daily,electricity,walk/bicycle,,often,237,frequently,88,large,3,20,46,12,Yes,"['Paper', 'Plastic', 'Metal']",['Stove'],208
overweight,female,vegan,less frequently,coal,public,,sometimes,274,rarely,342,small,3,4,4,2,No,"['Paper', 'Plastic']","['Oven', 'Microwave']",116.4
normal,female,omnivore,more frequently,electricity,public,,never,270,rarely,1962,medium,3,11,6,10,No,"['Paper', 'Glass']",[],103.7
underweight,female,omnivore,more frequently,wood,private,lpg,sometimes,244,very frequently,9014,extra large,3,1,4,19,Yes,"['Paper', 'Plastic', 'Glass', 'Metal']","['Oven', 'Grill', 'Airfryer']",394.9
